interaction_id,interaction_date,country,region,business_unit,interaction_type,stakeholder_id,employee_id,declared_purpose,duration_minutes
I005396,2024-02-01,BRA,Americas,Respiratory,1:1 Meeting,S01195,E00201,Market access discussion,23.0
I005397,,Germany,EMEA,Specialty,Congress/Conference,S00618,E00600,Advisory board discussion on unmet needs,82.0
I005398,2024-12-17,USA,Americas,Respiratory,1:1 Meeting,S01115,E00978,Scientific exchange on clinical data,29.0
I005399,2024-12-04,GB,EMEA,Vaccines,Speaker Program,S01787,E00319,Training and best practice sharing,72.0
I005400,2025-06-13,United Kingdom,EMEA,Respiratory,Group Meeting,S01357,E00523,,38.0
I005401,2024-04-02,France,EMEA,Specialty,1:1 Meeting,S01786,E00813,Speaker program educational session,28.0
I005402,2024-02-29,CA,Americas,Respiratory,1:1 Meeting,S01155,E00215,,37.0
I005403,2025-04-21,Mexico,Americas,Vaccines,1:1 Meeting,S01081,E00462,Business discussion,18.0
I005404,2024-11-06,UK,EMEA,Vaccines,1:1 Meeting,S01798,E00498,Market access discussion,24.0
I005405,2024-06-16,Japan,APAC,Specialty,Group Meeting,S00115,E00082,Catch-up,23.0
I005406,2025-05-14,Canada,Americas,Oncology,Advisory Board,S00352,E00938,Market access discussion,202.0
I005407,2024-12-31,BR,Americas,Specialty,Speaker Program,S01701,E00570,Market access discussion,99.0
I005408,2024-11-22,IT,EMEA,Primary Care,Advisory Board,S00048,E00052,Scientific exchange on clinical data,75.0
I005409,2024-04-23,IT,EMEA,Specialty,1:1 Meeting,S01752,E00580,Market access discussion,13.0
I005410,2024-05-22,US,Americas,Vaccines,1:1 Meeting,S01210,E00530,Training and best practice sharing,46.0
I005411,2024-11-04,MX,Americas,Respiratory,Group Meeting,S00106,E00958,Advisory board discussion on unmet needs,34.0
I005412,2024-07-03,ITA,EMEA,Respiratory,1:1 Meeting,S00822,E00645,Speaker program educational session,42.0
I005413,2024-07-23,US,Americas,Vaccines,Group Meeting,S00322,E00062,Market access discussion,78.0
I005414,2025-01-25,France,EMEA,Oncology,Group Meeting,S01247,E00345,Meeting,96.0
I005415,2025-06-03,Mexico,Americas,Primary Care,Speaker Program,S00788,E00998,Market access discussion,103.0
I005416,2024-07-20,India,APAC,Specialty,Group Meeting,S00349,E00353,Speaker program educational session,
I005417,2024-08-01,United States of America,Americas,Vaccines,1:1 Meeting,S00153,E00679,Advisory board discussion on unmet needs,22.0
I005418,2024-03-15,BR,Americas,Primary Care,1:1 Meeting,S00886,E00097,,
I005419,2024-05-21,Great Britain,EMEA,Vaccines,Speaker Program,S01209,E00095,Market access discussion,111.0
I005420,2024-05-25,Mexico,Americas,Respiratory,Group Meeting,S00772,E00232,Training and best practice sharing,56.0
I005421,2024-02-23,IN,APAC,Oncology,Speaker Program,S00394,E00913,Advisory board discussion on unmet needs,
I005422,2025-02-03,JPN,APAC,Primary Care,1:1 Meeting,S01542,E00834,,39.0
I005423,2025-05-30,JP,APAC,Oncology,Group Meeting,S01108,E00232,Meeting,29.0
I005424,2025-03-24,CAN,Americas,Oncology,1:1 Meeting,S00455,E00069,Product information discussion (on-label),29.0
I005425,2024-04-21,IN,APAC,Primary Care,Group Meeting,S00375,E00486,Scientific exchange on clinical data,41.0
I005426,2024-10-15,France,EMEA,Respiratory,Speaker Program,S00831,E00354,Product information discussion (on-label),77.0
I005427,2024-07-15,India,APAC,Primary Care,1:1 Meeting,S00846,E00839,Training and best practice sharing,11.0
I005428,2025-05-06,France,EMEA,Primary Care,Group Meeting,S00347,E00893,,15.0
I005429,2024-06-12,US,Americas,Respiratory,Group Meeting,S01477,E00075,Congress meeting and follow-up,58.0
I005430,2024-01-21,Canada,Americas,Vaccines,Speaker Program,S01718,E00908,Market access discussion,73.0
I005431,2025-05-26,United States of America,Americas,Respiratory,1:1 Meeting,S00249,E00453,Scientific exchange on clinical data,46.0
I005432,2025-04-04,DEU,EMEA,Primary Care,1:1 Meeting,S01676,E00100,Market access discussion,37.0
I005433,2024-03-18,JP,APAC,Primary Care,1:1 Meeting,S00151,E00771,Product information discussion (on-label),32.0
I005434,2024-12-04,Brazil,Americas,Specialty,1:1 Meeting,S00967,E00280,Market access discussion,13.0
I005435,2025-02-27,United States,Americas,Oncology,Group Meeting,S00360,E00076,,87.0
I005436,2024-08-16,IT,EMEA,Respiratory,1:1 Meeting,S01738,E00403,Market access discussion,24.0
I005437,2024-06-09,US,Americas,Primary Care,1:1 Meeting,S01494,E00471,Market access discussion,48.0
I005438,2024-04-20,Mexico,Americas,Oncology,1:1 Meeting,S00836,E00813,Advisory board discussion on unmet needs,14.0
I005439,2024-08-08,United Kingdom,EMEA,Primary Care,Congress/Conference,S00160,E00208,Market access discussion,83.0
I005440,2024-12-19,IN,APAC,Oncology,Speaker Program,S01060,E00995,Scientific exchange on clinical data,130.0
I005441,2025-04-18,JP,APAC,Respiratory,Group Meeting,S01685,E00047,Product information discussion (on-label),30.0
I005442,2024-06-01,CA,Americas,Vaccines,1:1 Meeting,S00521,E00571,Market access discussion,32.0
I005443,2024-08-26,India,APAC,Specialty,1:1 Meeting,S01439,E00015,Scientific exchange on clinical data,24.0
I005444,2024-11-14,United States of America,Americas,Primary Care,Speaker Program,S01783,E00860,Product information discussion (on-label),27.0
I005445,2024-06-06,Canada,Americas,Respiratory,Group Meeting,S00935,E00577,,87.0
I005446,2024-03-16,CA,Americas,Oncology,Speaker Program,S01543,E00794,Congress meeting and follow-up,69.0
I005447,2024-11-24,Japan,APAC,Respiratory,1:1 Meeting,S00138,E00390,Product information discussion (on-label),36.0
I005448,2024-03-12,Italy,EMEA,Primary Care,1:1 Meeting,S00085,E00056,Training and best practice sharing,37.0
I005449,2024-08-12,India,APAC,Specialty,Speaker Program,S00726,E00127,Congress meeting and follow-up,68.0
I005450,2025-06-23,BR,Americas,Vaccines,Group Meeting,S00973,E00209,Speaker program educational session,113.0
I005451,2024-02-15,Brazil,Americas,Vaccines,Group Meeting,S01025,E00865,Market access discussion,61.0
I005452,2024-10-17,ITA,EMEA,Specialty,Group Meeting,S01050,E00837,Congress meeting and follow-up,
I005453,2025-04-02,BR,Americas,Vaccines,Group Meeting,S01415,E00376,Training and best practice sharing,62.0
I005454,2025-05-25,MEX,Americas,Vaccines,Congress/Conference,S00298,E00704,Market access discussion,106.0
I005455,2024-10-04,BR,Americas,Respiratory,Advisory Board,S01028,E00431,Follow-up,205.0
I005456,2024-12-21,USA,Americas,Vaccines,1:1 Meeting,S00136,E00742,Market access discussion,46.0
I005457,2024-03-18,MX,Americas,Respiratory,1:1 Meeting,S01006,E00439,Product information discussion (on-label),12.0
I005458,2024-08-01,CAN,Americas,Specialty,1:1 Meeting,S00851,E00790,Training and best practice sharing,33.0
I005459,2025-03-24,U.S.,Americas,Respiratory,1:1 Meeting,S00491,E00290,Market access discussion,41.0
I005460,2024-01-24,Italy,EMEA,Primary Care,1:1 Meeting,S01462,E00883,Speaker program educational session,
I005461,2025-06-22,DE,EMEA,Vaccines,1:1 Meeting,S00806,E00934,Advisory board discussion on unmet needs,34.0
I005462,2024-02-10,United States,Americas,Primary Care,Group Meeting,S00014,E00616,Product information discussion (on-label),82.0
I005463,2025-02-16,UK,EMEA,Primary Care,Group Meeting,S01706,E00763,Advisory board discussion on unmet needs,552.0
I005464,2024-08-26,Italy,EMEA,Specialty,1:1 Meeting,S00045,E00344,Advisory board discussion on unmet needs,20.0
I005465,2024-02-11,CA,Americas,Oncology,1:1 Meeting,S00797,E00967,Market access discussion,28.0
I005466,2024-09-21,JP,APAC,Respiratory,Group Meeting,S00531,E00735,Advisory board discussion on unmet needs,105.0
I005467,2025-03-20,IN,APAC,Vaccines,Speaker Program,S00673,E00386,Scientific exchange on clinical data,126.0
I005468,2024-03-14,BRA,Americas,Primary Care,1:1 Meeting,S00588,E00743,Speaker program educational session,39.0
I005469,2024-08-12,CAN,Americas,Primary Care,Congress/Conference,S00035,E00465,Market access discussion,100.0
I005470,2024-06-09,USA,Americas,Primary Care,1:1 Meeting,S00246,E00584,Training and best practice sharing,42.0
I005471,2024-08-20,Italy,EMEA,Primary Care,Group Meeting,S00163,E00605,Follow-up,80.0
I005472,2024-08-14,ITA,EMEA,Primary Care,Group Meeting,S00865,E00505,Advisory board discussion on unmet needs,9.0
I005473,2024-09-29,IND,APAC,Vaccines,Group Meeting,S01614,E00557,Scientific exchange on clinical data,51.0
I005474,2025-02-07,CAN,Americas,Primary Care,Congress/Conference,S01331,E00950,Training and best practice sharing,127.0
I005475,2025-03-02,United States of America,Americas,Respiratory,Advisory Board,S01393,E00391,Advisory board discussion on unmet needs,249.0
I005476,2024-09-08,Brazil,Americas,Oncology,Speaker Program,S00514,E00274,Speaker program educational session,89.0
I005477,2025-06-16,GB,EMEA,Vaccines,Advisory Board,S01106,E00054,Training and best practice sharing,248.0
I005478,2025-05-28,IND,APAC,Primary Care,1:1 Meeting,S00207,E00289,Scientific exchange on clinical data,28.0
I005479,2025-03-17,U.S.,Americas,Primary Care,Group Meeting,S01194,E00836,Speaker program educational session,55.0
I005480,2024-09-30,ITA,EMEA,Specialty,Congress/Conference,S00093,E00436,Training and best practice sharing,107.0
I005481,2024-06-08,US,Americas,Specialty,1:1 Meeting,S00679,E00815,,30.0
I005482,2025-03-08,United States,Americas,Oncology,Group Meeting,S01765,E00874,Market access discussion,52.0
I005483,2025-04-25,IND,APAC,Vaccines,Group Meeting,S00639,E00940,Market access discussion,61.0
I005484,2024-11-04,United States of America,Americas,Respiratory,Speaker Program,S01398,E00259,Business discussion,15.0
I005485,2025-05-08,Canada,Americas,Primary Care,Group Meeting,S00788,E00284,Congress meeting and follow-up,60.0
I005486,2024-02-05,US,Americas,Vaccines,1:1 Meeting,S01144,E00547,Discussed topics,37.0
I005487,2024-02-03,Canada,Americas,Primary Care,Group Meeting,S01155,E00721,Speaker program educational session,47.0
I005488,2025-02-24,UK,EMEA,Primary Care,Group Meeting,S01563,E00501,Speaker program educational session,55.0
I005489,2024-05-05,Great Britain,EMEA,Specialty,1:1 Meeting,S00067,E00728,Market access discussion,29.0
I005490,2025-05-24,United States,Americas,Specialty,1:1 Meeting,S00669,E00746,Scientific exchange on clinical data,41.0
I005491,2025-02-05,United States of America,Americas,Vaccines,Advisory Board,S00529,E00643,Scientific exchange on clinical data,114.0
I005492,2025-01-01,CA,Americas,Oncology,Speaker Program,S01421,E00734,Speaker program educational session,94.0
I005493,2025-05-02,IT,EMEA,Specialty,1:1 Meeting,S00582,E00509,Scientific exchange on clinical data,12.0
I005494,2024-12-12,Brazil,Americas,Primary Care,1:1 Meeting,S01432,E00891,Market access discussion,43.0
I005495,2024-02-01,Mexico,Americas,Respiratory,1:1 Meeting,S00126,E00367,Training and best practice sharing,34.0
I005496,2025-04-18,India,APAC,Primary Care,Group Meeting,S00113,E00239,Scientific exchange on clinical data,
I005497,2025-01-21,Great Britain,EMEA,Specialty,1:1 Meeting,S00992,E00948,Congress meeting and follow-up,18.0
I005498,2025-04-15,India,APAC,Oncology,Congress/Conference,S00184,E00058,Scientific exchange on clinical data,123.0
I005499,2025-02-23,Great Britain,EMEA,Respiratory,Group Meeting,S01015,E00176,Speaker program educational session,21.0
I005500,2024-10-11,US,Americas,Specialty,Advisory Board,S00580,E00813,Scientific exchange on clinical data,305.0
I005501,2024-02-23,Japan,APAC,Vaccines,1:1 Meeting,S01094,E00233,Congress meeting and follow-up,37.0
I005502,2024-09-21,IND,APAC,Primary Care,1:1 Meeting,S00121,E00440,Congress meeting and follow-up,33.0
I005503,2025-01-16,Canada,Americas,Respiratory,1:1 Meeting,S00420,E00385,Market access discussion,26.0
I005504,2024-07-21,JPN,APAC,Specialty,1:1 Meeting,S00551,E00810,Training and best practice sharing,17.0
I005505,2024-02-27,DEU,EMEA,Vaccines,1:1 Meeting,S00125,E00770,Advisory board discussion on unmet needs,17.0
I005506,2025-01-03,USA,Americas,Specialty,1:1 Meeting,S01562,E00864,Market access discussion,
I005507,2025-02-21,DE,EMEA,Vaccines,Speaker Program,S00971,E00122,Scientific exchange on clinical data,121.0
I005508,2024-05-15,CAN,Americas,Vaccines,Speaker Program,S00271,E00105,Training and best practice sharing,117.0
I005509,2025-02-01,United Kingdom,EMEA,Oncology,Speaker Program,S01204,E00508,Scientific exchange on clinical data,87.0
I005510,2024-02-23,Japan,APAC,Respiratory,1:1 Meeting,S01577,E00555,Scientific exchange on clinical data,33.0
I005511,2024-10-03,IN,APAC,Oncology,Group Meeting,S00776,E00777,Scientific exchange on clinical data,25.0
I005512,2024-01-14,CAN,Americas,Specialty,1:1 Meeting,S00427,E00521,Advisory board discussion on unmet needs,
I005513,2025-04-26,CAN,Americas,Primary Care,1:1 Meeting,S01512,E00197,Advisory board discussion on unmet needs,18.0
I005514,2024-01-12,Germany,EMEA,Primary Care,Advisory Board,S00515,E00188,Scientific exchange on clinical data,225.0
I005515,2024-06-14,CA,Americas,Vaccines,1:1 Meeting,S00563,E00081,Training and best practice sharing,28.0
I005516,2024-06-17,Brazil,Americas,Specialty,Congress/Conference,S01306,E00517,Training and best practice sharing,96.0
I005517,2024-06-18,UK,EMEA,Oncology,1:1 Meeting,S00118,E00879,,51.0
I005518,2024-02-22,IN,APAC,Respiratory,Group Meeting,S00086,E00068,Training and best practice sharing,60.0
I005519,2024-04-27,Canada,Americas,Primary Care,Advisory Board,S00086,E00064,Market access discussion,107.0
I005520,2025-02-17,India,APAC,Oncology,1:1 Meeting,S00381,E00227,Market access discussion,41.0
I005521,2024-03-17,UK,EMEA,Specialty,1:1 Meeting,S00428,E00312,Advisory board discussion on unmet needs,21.0
I005522,2025-02-06,US,Americas,Primary Care,Advisory Board,S00969,E00487,Product information discussion (on-label),156.0
I005523,2024-07-23,Mexico,Americas,Specialty,Group Meeting,S00250,E00294,Scientific exchange on clinical data,79.0
I005524,2024-10-07,BRA,Americas,Primary Care,Group Meeting,S00717,E00555,Training and best practice sharing,53.0
I005525,2024-06-14,JPN,APAC,Vaccines,Advisory Board,S00549,E00484,Speaker program educational session,268.0
I005526,2024-07-26,France,EMEA,Respiratory,Group Meeting,S01671,E00108,Scientific exchange on clinical data,58.0
I005527,2024-11-10,U.S.,Americas,Vaccines,Group Meeting,S00215,E00876,Training and best practice sharing,64.0
I005528,2024-08-11,ITA,EMEA,Primary Care,Congress/Conference,S01556,E00810,Advisory board discussion on unmet needs,42.0
I005529,2024-03-28,MX,Americas,Specialty,Advisory Board,S00193,E00147,Scientific exchange on clinical data,147.0
I005530,2024-03-06,Germany,EMEA,Respiratory,1:1 Meeting,S01354,E00670,Speaker program educational session,
I005531,2025-02-26,UK,EMEA,Respiratory,Group Meeting,S00118,E00555,Scientific exchange on clinical data,69.0
I005532,2025-01-19,IND,APAC,Oncology,Speaker Program,S01795,E00897,Speaker program educational session,71.0
I005533,2025-03-22,FRA,EMEA,Respiratory,1:1 Meeting,S00883,E00949,Scientific exchange on clinical data,10.0
I005534,2024-04-20,MX,Americas,Primary Care,Speaker Program,S00435,E00154,Congress meeting and follow-up,110.0
I005535,2025-01-15,Great Britain,EMEA,Specialty,1:1 Meeting,S00264,E00374,Product information discussion (on-label),
I005536,2024-04-27,CA,Americas,Specialty,1:1 Meeting,S00069,E00499,Speaker program educational session,
I005537,2024-11-23,CA,Americas,Respiratory,1:1 Meeting,S00267,E00150,Advisory board discussion on unmet needs,33.0
I005538,2024-12-24,BR,Americas,Primary Care,1:1 Meeting,S01035,E00843,Advisory board discussion on unmet needs,53.0
I005539,2025-03-18,CA,Americas,Oncology,1:1 Meeting,S00025,E00693,Congress meeting and follow-up,33.0
I005540,2024-04-28,Great Britain,EMEA,Respiratory,Group Meeting,S00416,E00419,Congress meeting and follow-up,37.0
I005541,2024-07-13,IND,APAC,Vaccines,Speaker Program,S00396,E00345,Speaker program educational session,57.0
I005542,2024-08-28,IN,APAC,Vaccines,Group Meeting,S00451,E00314,Advisory board discussion on unmet needs,62.0
I005543,2025-05-23,United States of America,Americas,Respiratory,Group Meeting,S01628,E00502,Speaker program educational session,78.0
I005544,2024-01-31,Germany,EMEA,Respiratory,Group Meeting,S00011,E00555,Market access discussion,46.0
I005545,2024-08-10,USA,Americas,Oncology,1:1 Meeting,S00584,E00300,Training and best practice sharing,24.0
I005546,2025-01-15,Japan,APAC,Specialty,1:1 Meeting,S00136,E00642,,14.0
I005547,2024-03-02,Japan,APAC,Specialty,Speaker Program,S01180,E00706,Product information discussion (on-label),102.0
I005548,2025-06-19,BRA,Americas,Respiratory,1:1 Meeting,S00408,E00985,Speaker program educational session,29.0
I005549,2024-05-19,JP,APAC,Oncology,Advisory Board,S00404,E00724,Training and best practice sharing,244.0
I005550,2025-04-11,Germany,EMEA,Oncology,Speaker Program,S01032,E00702,Congress meeting and follow-up,75.0
I005551,2025-01-09,Canada,Americas,Oncology,Group Meeting,S00649,E00007,Product information discussion (on-label),69.0
I005552,2024-02-22,Mexico,Americas,Respiratory,1:1 Meeting,S01382,E00685,Follow-up,17.0
I005553,2024-08-19,Great Britain,EMEA,Primary Care,Speaker Program,S00833,E00459,Training and best practice sharing,86.0
I005554,2024-02-11,India,APAC,Respiratory,Congress/Conference,S00608,E00399,Market access discussion,80.0
I005555,2024-11-28,Brazil,Americas,Respiratory,Advisory Board,S00251,E00483,Congress meeting and follow-up,80.0
I005556,2024-03-09,DE,EMEA,Respiratory,Speaker Program,S01470,E00149,Scientific exchange on clinical data,152.0
I005557,2024-02-22,Italy,EMEA,Specialty,Advisory Board,S00423,E00545,Congress meeting and follow-up,181.0
I005558,2025-01-13,Brazil,Americas,Primary Care,1:1 Meeting,S01778,E00061,Speaker program educational session,31.0
I005559,2025-04-07,US,Americas,Primary Care,1:1 Meeting,S00302,E00961,Advisory board discussion on unmet needs,23.0
I005560,2024-09-17,UK,EMEA,Vaccines,Group Meeting,S00403,E00596,,95.0
I005561,2025-05-14,U.S.,Americas,Respiratory,Group Meeting,S00480,E00642,Market access discussion,38.0
I005562,2024-12-20,United States,Americas,Primary Care,1:1 Meeting,S01001,E00625,Advisory board discussion on unmet needs,25.0
I005563,2024-11-04,IND,APAC,Vaccines,Group Meeting,S00106,E00553,Product information discussion (on-label),72.0
I005564,2024-06-29,US,Americas,Vaccines,1:1 Meeting,S00045,E00880,Discussed topics,22.0
I005565,2024-06-22,USA,Americas,Oncology,Group Meeting,S00148,E00478,Congress meeting and follow-up,70.0
I005566,2024-09-15,U.S.,Americas,Primary Care,Congress/Conference,S00526,E00141,Market access discussion,97.0
I005567,2024-01-05,Brazil,Americas,Oncology,Speaker Program,S00229,E00747,Speaker program educational session,98.0
I005568,2025-01-28,Brazil,Americas,Specialty,Speaker Program,S00522,E00904,Scientific exchange on clinical data,128.0
I005569,2024-12-01,UK,EMEA,Oncology,1:1 Meeting,S00250,E00873,Speaker program educational session,
I005570,2024-06-04,U.S.,Americas,Respiratory,Advisory Board,S00132,E00710,Congress meeting and follow-up,239.0
I005571,2025-04-22,France,EMEA,Oncology,Speaker Program,S00312,E00224,Advisory board discussion on unmet needs,39.0
I005572,2024-04-07,IN,APAC,Specialty,Group Meeting,S01720,E00250,Discussed topics,86.0
I005573,2024-07-16,Germany,EMEA,Primary Care,Congress/Conference,S00726,E00710,Speaker program educational session,75.0
I005574,2024-08-15,IND,APAC,Vaccines,1:1 Meeting,S01557,E00948,,33.0
I005575,2025-04-01,Brazil,Americas,Specialty,Speaker Program,S00210,E00414,Training and best practice sharing,142.0
I005576,2025-03-21,India,APAC,Specialty,Group Meeting,S00135,E00677,Scientific exchange on clinical data,10.0
I005577,2025-03-23,United States,Americas,Specialty,Group Meeting,S01593,E00934,Product information discussion (on-label),81.0
I005578,2025-05-30,US,Americas,Respiratory,Group Meeting,S00215,E00447,Speaker program educational session,50.0
I005579,2024-07-20,FR,EMEA,Primary Care,1:1 Meeting,S01110,E00350,Scientific exchange on clinical data,41.0
I005580,2024-06-28,FRA,EMEA,Respiratory,1:1 Meeting,S00518,E00242,Advisory board discussion on unmet needs,23.0
I005581,2024-11-20,CA,Americas,Vaccines,1:1 Meeting,S01092,E00610,Market access discussion,512.0
I005582,2025-02-03,DE,EMEA,Specialty,Speaker Program,S00307,E00442,Scientific exchange on clinical data,140.0
I005583,2024-08-04,USA,Americas,Oncology,Group Meeting,S01106,E00113,Advisory board discussion on unmet needs,63.0
I005584,2024-08-27,DE,EMEA,Oncology,Speaker Program,S01352,E00167,Congress meeting and follow-up,51.0
I005585,2024-07-04,JPN,APAC,Specialty,1:1 Meeting,S00389,E00106,Scientific exchange on clinical data,33.0
I005586,2024-11-29,FR,EMEA,Respiratory,Advisory Board,S00937,E00248,Discussed topics,158.0
I005587,2024-03-15,IND,APAC,Primary Care,1:1 Meeting,S01551,E00959,Market access discussion,44.0
I005588,2024-02-05,Brazil,Americas,Vaccines,Congress/Conference,S01466,E00710,Market access discussion,137.0
I005589,2024-08-10,IND,APAC,Primary Care,1:1 Meeting,S00933,E00899,Scientific exchange on clinical data,
I005590,2025-05-12,Germany,EMEA,Respiratory,Group Meeting,S01476,E00797,Market access discussion,52.0
I005591,2025-05-25,GB,EMEA,Specialty,Speaker Program,S01105,E00481,Congress meeting and follow-up,127.0
I005592,2025-06-28,IN,APAC,Vaccines,1:1 Meeting,S01294,E00003,Training and best practice sharing,15.0
I005593,2024-12-08,Italy,EMEA,Vaccines,Congress/Conference,S00839,E00662,Speaker program educational session,130.0
I005594,2024-05-16,GB,EMEA,Respiratory,Congress/Conference,S00879,E00482,Congress meeting and follow-up,199.0
I005595,2025-04-17,United States,Americas,Primary Care,1:1 Meeting,S00747,E00341,Market access discussion,9.0
I005596,2024-07-01,United States,Americas,Vaccines,Speaker Program,S00733,E00430,Market access discussion,61.0
I005597,2024-06-16,BR,Americas,Primary Care,Advisory Board,S01220,E00209,Product information discussion (on-label),169.0
I005598,2025-03-27,Mexico,Americas,Specialty,Advisory Board,S01269,E00670,Congress meeting and follow-up,176.0
I005599,2025-05-04,Germany,EMEA,Specialty,1:1 Meeting,S00026,E00100,Scientific exchange on clinical data,38.0
I005600,2024-04-12,Mexico,Americas,Respiratory,Group Meeting,S01659,E00249,Speaker program educational session,70.0
I005601,2024-02-11,DE,EMEA,Primary Care,Congress/Conference,S01023,E00712,Follow-up,144.0
I005602,2024-07-11,Japan,APAC,Primary Care,1:1 Meeting,S01086,E00476,Scientific exchange on clinical data,16.0
I005603,2024-10-24,Mexico,Americas,Oncology,Advisory Board,S00478,E00758,Catch-up,319.0
I005604,2025-03-03,UK,EMEA,Primary Care,1:1 Meeting,S01383,E00373,Market access discussion,28.0
I005605,2024-12-17,DEU,EMEA,Specialty,Advisory Board,S01392,E00534,Scientific exchange on clinical data,181.0
I005606,2024-04-17,United States of America,Americas,Respiratory,Congress/Conference,S01234,E00708,,136.0
I005607,2024-05-30,FR,EMEA,Primary Care,1:1 Meeting,S01000,E00281,Advisory board discussion on unmet needs,12.0
I005608,2024-09-08,DE,EMEA,Primary Care,1:1 Meeting,S00570,E00825,Market access discussion,20.0
I005609,2024-09-10,CAN,Americas,Respiratory,Group Meeting,S01249,E00112,Product information discussion (on-label),79.0
I005610,2024-08-25,India,APAC,Oncology,Group Meeting,S01173,E00905,Scientific exchange on clinical data,40.0
I005611,2025-06-24,United States,Americas,Oncology,1:1 Meeting,S00023,E00939,Congress meeting and follow-up,45.0
I005612,2024-04-26,Japan,APAC,Oncology,1:1 Meeting,S01732,E00691,Product information discussion (on-label),28.0
I005613,2024-07-25,Canada,Americas,Specialty,Group Meeting,S00373,E00929,Scientific exchange on clinical data,35.0
I005614,2025-02-06,United States,Americas,Vaccines,Advisory Board,S01429,E00520,Catch-up,284.0
I005615,2024-08-20,Great Britain,EMEA,Vaccines,1:1 Meeting,S00632,E00082,Training and best practice sharing,34.0
I005616,2024-01-09,Mexico,Americas,Respiratory,Congress/Conference,S01305,E00263,Congress meeting and follow-up,129.0
I005617,2025-01-13,IND,APAC,Primary Care,Advisory Board,S01787,E00317,Advisory board discussion on unmet needs,0.0
I005618,2024-12-25,GB,EMEA,Specialty,Speaker Program,S01106,E00068,Training and best practice sharing,115.0
I005619,2024-06-24,ITA,EMEA,Vaccines,Group Meeting,S01208,E00683,Training and best practice sharing,48.0
I005620,2024-07-20,UK,EMEA,Specialty,Group Meeting,S01260,E00385,Discussed topics,77.0
I005621,2024-06-23,BRA,Americas,Primary Care,Advisory Board,S00285,E00464,Product information discussion (on-label),119.0
I005622,2024-03-14,Canada,Americas,Vaccines,Congress/Conference,S00959,E00113,Advisory board discussion on unmet needs,87.0
I005623,2024-04-05,JPN,APAC,Respiratory,Speaker Program,S01594,E00368,Product information discussion (on-label),87.0
I005624,2024-06-03,DEU,EMEA,Primary Care,Speaker Program,S01538,E00120,Market access discussion,137.0
I005625,2024-07-01,Japan,APAC,Vaccines,1:1 Meeting,S00537,E00304,Congress meeting and follow-up,29.0
I005626,2024-06-22,United Kingdom,EMEA,Specialty,Speaker Program,S01456,E00982,Speaker program educational session,57.0
I005627,2024-11-25,Italy,EMEA,Specialty,Speaker Program,S01340,E00969,Speaker program educational session,51.0
I005628,2024-07-04,United States of America,Americas,Primary Care,Speaker Program,S00046,E00658,Scientific exchange on clinical data,111.0
I005629,2024-05-22,Canada,Americas,Primary Care,1:1 Meeting,S00648,E00050,Scientific exchange on clinical data,19.0
I005630,2024-01-27,United States of America,Americas,Vaccines,Group Meeting,S01082,E00325,Speaker program educational session,35.0
I005631,2024-09-02,Germany,EMEA,Oncology,1:1 Meeting,S00567,E00678,Market access discussion,
I005632,2024-01-21,U.S.,Americas,Oncology,1:1 Meeting,S00700,E00941,Product information discussion (on-label),46.0
I005633,2024-04-03,United States of America,Americas,Respiratory,Group Meeting,S00353,E00469,Advisory board discussion on unmet needs,82.0
I005634,,US,Americas,Primary Care,Speaker Program,S01030,E00640,Speaker program educational session,0.0
I005635,2024-01-06,United States,Americas,Vaccines,Congress/Conference,S01296,E00825,Product information discussion (on-label),27.0
I005636,2024-05-25,India,APAC,Respiratory,Group Meeting,S01148,E00007,Discussed topics,54.0
I005637,2024-08-17,IND,APAC,Oncology,Group Meeting,S01375,E00315,Speaker program educational session,38.0
I005638,2025-04-05,Mexico,Americas,Respiratory,1:1 Meeting,S00023,E00202,Scientific exchange on clinical data,37.0
I005639,2024-08-13,MEX,Americas,Vaccines,1:1 Meeting,S00612,E00571,Product information discussion (on-label),
I005640,2024-10-31,BRA,Americas,Respiratory,1:1 Meeting,S00285,E00172,Advisory board discussion on unmet needs,32.0
I005641,2024-03-07,BRA,Americas,Respiratory,Speaker Program,S00718,E00132,Speaker program educational session,80.0
I005642,2024-05-23,US,Americas,Respiratory,1:1 Meeting,S00667,E00827,Speaker program educational session,40.0
I005643,2024-09-07,India,APAC,Primary Care,Speaker Program,S01623,E00589,Training and best practice sharing,91.0
I005644,2025-05-07,MEX,Americas,Respiratory,Speaker Program,S01582,E00003,Training and best practice sharing,51.0
I005645,2025-01-08,India,APAC,Vaccines,1:1 Meeting,S00320,E00650,Congress meeting and follow-up,29.0
I005646,2024-07-04,India,APAC,Oncology,Speaker Program,S01301,E00361,Discussed topics,97.0
I005647,2025-02-26,JP,APAC,Oncology,Group Meeting,S01349,E00708,Advisory board discussion on unmet needs,83.0
I005648,2024-12-10,U.S.,Americas,Oncology,1:1 Meeting,S00826,E00749,Training and best practice sharing,29.0
I005649,2025-05-30,US,Americas,Specialty,1:1 Meeting,S01362,E00964,Congress meeting and follow-up,40.0
I005650,2024-04-13,Canada,Americas,Specialty,Group Meeting,S01136,E00931,Scientific exchange on clinical data,75.0
I005651,2024-09-03,Brazil,Americas,Respiratory,Group Meeting,S00213,E00932,Training and best practice sharing,87.0
I005652,2025-01-09,BRA,Americas,Vaccines,Group Meeting,S00515,E00952,Product information discussion (on-label),26.0
