spend_id,interaction_id,spend_category,amount_local,currency,amount_usd,payment_date
P006801,I001376,Meals,30.9,EUR,33.68,2025-06-07
P006802,I004664,Meals,62.23,EUR,67.83,2024-11-28
P006803,I010022,Travel,564.43,BRL,112.89,2024-01-28
P006804,I006133,Meals,151.92,BRL,30.38,2024-10-03
P006805,I004962,Honoraria,1189.8,INR,14.28,2025-06-03
P006806,I002615,Meals,75.39,USD,75.39,2024-11-22
P006807,I003403,Honoraria,798.33,USD,798.33,2024-07-17
P006808,I004102,Travel,150.79,EUR,164.36,2024-02-13
P006809,I002317,Honoraria,1950.43,MXN,113.12,2024-04-03
P006810,I003378,Meals,73.5,BRL,14.7,2025-06-11
P006811,I002329,Travel,665.88,GBP,845.67,2025-06-30
P006812,I000982,Venue/AV,1887.59,EUR,2057.47,2025-07-24
P006813,I003111,Meals,353.43,eur,385.24,2024-05-12
P006814,I004187,Travel,178.54,BRL,35.71,2024-05-29
P006815,I003473,Meals,24.19,CAD,17.9,2025-06-27
P006816,I004812,Honoraria,2053.09,USD,2053.09,2025-06-08
P006817,I006344,Travel,178.83,INR,2.15,2024-11-28
P006818,I005106,Travel,73.16,EUR,79.74,2024-07-21
P006819,I000152,Travel,250.5,CAD,185.37,2024-09-01
P006820,I005927,Meals,88.59,INR,1.06,2025-02-07
P006821,I003002,Meals,147.81,EUR,161.11,2024-07-24
P006822,I001862,Honoraria,1062.45,CAD,786.21,2024-04-02
P006823,I006421,Travel,681.84,INR,8.18,2024-02-06
P006824,I004100,Honoraria,553.37,JPY,3.71,2025-01-05
P006825,I004744,Travel,180.35,MXN,10.46,2024-08-04
P006826,I004828,Venue/AV,2047.68,INR,24.57,2025-04-04
P006827,I002065,Honoraria,1198.52,JPY,8.03,2025-01-20
P006828,I006065,Honoraria,1967.24,EUR,2144.29,2025-07-17
P006829,I003771,Meals,44.15,BRL,8.83,2025-05-24
P006830,I000525,Honoraria,1001.86,BRL,200.37,2025-04-21
P006831,I000806,Meals,94.83,CAD,70.17,2024-03-04
P006832,I003950,Meals,138.82,JPY,0.93,2025-05-07
P006833,I002712,Honoraria,951.87,MXN,55.21,2025-06-24
P006834,I005406,Honoraria,1437.0,USD,1437.0,2025-05-11
P006835,I006718,Meals,196.67,MXN,11.41,2025-02-08
P006836,I002558,Meals,32.24,gbp,40.94,2025-08-07
P006837,I006188,Venue/AV,1313.76,CAD,972.18,2024-06-18
P006838,I001879,Venue/AV,1312.32,JPY,8.79,2024-07-29
P006839,I005941,Travel,246.31,MXN,14.29,2024-02-22
P006840,I005370,Meals,111.45,CAD,82.47,2024-08-06
P006841,I006006,Meals,112.35,EUR,122.46,2024-07-30
P006842,I004780,Lodging,661.4,CAD,489.44,2024-12-14
P006843,I006986,Travel,538.43,INR,6.46,2024-05-24
P006844,I000006,Meals,37.27,GBP,,2025-01-23
P006845,I000947,Meals,69.47,EUR,75.72,2024-10-15
P006846,I002614,Meals,96.58,EUR,105.27,2025-07-01
P006847,I006829,Meals,28.95,JPY,0.19,2024-05-25
P006848,I003202,Honoraria,439.3,INR,5.27,2024-02-15
P006849,I005845,Lodging,378.46,CAD,280.06,2024-09-27
P006850,I001190,Meals,77.81,USD,77.81,2024-02-04
P006851,I006863,Meals,67.31,MXN,3.9,2024-01-29
P006852,I004744,Travel,339.63,MXN,19.7,2024-08-20
P006853,I003497,Travel,620.31,INR,7.44,2024-10-17
P006854,I000769,Travel,493.64,BRL,98.73,2024-11-22
P006855,I006785,Honoraria,521.56,JPY,3.49,2024-05-18
P006856,I006996,Travel,663.45,EUR,723.16,2024-10-17
P006857,I002559,Meals,97.33,EUR,106.09,2024-05-18
P006858,I004351,Lodging,221.02,EUR,240.91,2024-01-31
P006859,I002145,Meals,84.22,EUR,91.8,2024-11-24
P006860,I005085,Travel,231.63,USD,231.63,2025-05-15
P006861,I003686,Meals,53.05,CAD,39.26,2024-10-05
P006862,I000054,Travel,294.35,EUR,320.84,2024-05-09
P006863,I003506,Meals,53.31,EUR,58.11,2025-03-09
P006864,I000216,Travel,303.99,USD,303.99,2025-01-05
P006865,I001565,Meals,114.06,MXN,,2024-04-07
P006866,I001340,Honoraria,1434.86,MXN,83.22,2025-03-26
P006867,I000496,Meals,44.19,EUR,48.17,2024-12-14
P006868,I005229,Lodging,410.15,EUR,447.06,2025-05-03
P006869,I004095,Venue/AV,1334.71,USD,1334.71,2025-03-07
P006870,I006614,Travel,325.7,MXN,18.89,2025-05-31
P006871,I005774,Honoraria,1551.02,GBP,1969.8,2024-11-14
P006872,I000193,Meals,86.27,USD,86.27,2025-01-11
P006873,I002844,Honoraria,1654.82,INR,19.86,2025-03-22
P006874,I000916,Travel,374.18,USD,374.18,2025-03-10
P006875,I006632,Travel,65.44,BRL,13.09,2024-09-01
P006876,I002641,Travel,494.35,EUR,538.84,2024-10-30
P006877,I004064,Lodging,404.52,BRL,80.9,2025-01-28
P006878,I006108,Meals,79.36,CAD,58.73,2025-07-05
P006879,I005926,Meals,100.54,EUR,109.59,2024-11-27
P006880,I005273,Meals,56.06,EUR,61.11,2024-03-02
P006881,I001847,Meals,61.16,JPY,0.41,2025-03-16
P006882,I004345,Meals,94.73,JPY,0.63,2024-09-09
P006883,I005869,Honoraria,954.42,BRL,190.88,2024-04-29
P006884,I002211,Meals,74.83,MXN,4.34,2024-10-24
P006885,I001025,Meals,87.46,BRL,17.49,2024-09-08
P006886,I002870,Meals,62.33,BRL,12.47,2024-01-16
P006887,I006254,Honoraria,2085.61,CAD,1543.35,2024-10-31
P006888,I001601,Meals,119.61,CAD,88.51,2024-11-09
P006889,I001172,Venue/AV,2480.15,EUR,2703.36,2024-03-09
P006890,I000264,Travel,161.31,MXN,9.36,2024-04-18
P006891,I006354,Travel,109.57,BRL,21.91,2024-06-25
P006892,I002200,Travel,182.25,CAD,134.87,2024-05-07
P006893,I006724,Honoraria,720.42,EUR,785.26,2025-06-23
P006894,I006629,Travel,188.11,GBP,238.9,2025-04-09
P006895,I003617,Meals,195.2,EUR,212.77,2025-04-24
P006896,I009566,Travel,262.85,EUR,286.51,2024-09-05
P006897,I002633,Meals,79.77,USD,79.77,2024-10-22
P006898,I003355,Travel,135.07,CAD,99.95,2025-05-14
P006899,I000326,Lodging,180.47,JPY,1.21,2024-11-17
P006900,I004061,Venue/AV,1524.2,JPY,10.21,2025-05-05
P006901,I004017,Venue/AV,2376.3,GBP,3017.9,2025-05-14
P006902,I005634,Travel,545.04,BRL,109.01,2024-11-03
P006903,I001573,Travel,410.01,EUR,446.91,2024-11-16
P006904,I006468,Travel,519.74,JPY,3.48,2025-05-20
P006905,I004557,Meals,78.1,BRL,15.62,2025-02-07
P006906,I006244,Meals,178.43,MXN,10.35,2024-05-10
P006907,I006026,Travel,626.4,BRL,125.28,2024-05-05
P006908,I005608,Honoraria,1030.56,EUR,1123.31,2024-10-05
P006909,I003190,Honoraria,3622.39,MXN,210.1,2025-03-13
P006910,I005060,Travel,134.83,USD,134.83,2024-08-25
P006911,I006432,Honoraria,804.41,JPY,5.39,2024-09-30
P006912,I004205,Travel,151.79,JPY,1.02,2024-07-31
P006913,I006710,Honoraria,2244.82,MXN,130.2,2024-12-28
P006914,I003846,Meals,45.95,CAD,34.0,2024-04-30
P006915,I000248,Meals,98.93,CAD,73.21,2024-07-29
P006916,I000982,Meals,45.75,EUR,49.87,2025-07-03
P006917,I006664,Lodging,194.66,USD,194.66,2024-02-29
P006918,I002037,Venue/AV,5700.11,GBP,7239.14,2024-04-05
P006919,I005680,Meals,120.95,MXN,7.02,2024-12-14
P006920,I000703,Honoraria,976.15,EUR,1064.0,2024-04-28
P006921,I002007,Honoraria,1287.51,MXN,74.68,2024-10-03
P006922,I004560,Meals,39.58,EUR,43.14,2024-10-21
P006923,I004927,Travel,1227.81,EUR,1338.31,2024-04-01
P006924,I006986,Lodging,262.63,INR,3.15,2024-05-31
P006925,I005441,Meals,506.27,JPY,3.39,2025-04-15
P006926,I001398,Meals,88.73,USD,88.73,2025-07-09
P006927,I005093,Travel,383.86,USD,383.86,2024-07-17
P006928,I000409,Meals,153.52,CAD,113.6,2025-03-02
P006929,I001283,Travel,785.74,JPY,5.26,2024-08-03
P006930,I000760,Meals,176.85,INR,2.12,2025-07-12
P006931,I005927,Honoraria,2057.82,JPY,13.79,2025-01-12
P006932,I003684,Meals,41.08,CAD,30.4,2024-01-30
P006933,I002441,Meals,63.75,GBP,80.96,2024-07-01
P006934,I006049,Honoraria,2293.28,INR,27.52,2025-03-23
P006935,I002494,Travel,319.04,EUR,347.75,2024-01-19
P006936,I003590,Meals,84.94,MXN,4.93,2024-02-23
P006937,I006675,Meals,100.59,GBP,127.75,2025-05-19
P006938,I006975,Honoraria,505.84,GBP,642.42,2025-05-15
P006939,I004552,Lodging,453.69,USD,453.69,2024-02-11
P006940,I002167,Venue/AV,2175.51,MXN,126.18,2025-07-06
P006941,I001197,Meals,164.14,EUR,178.91,2024-11-26
P006942,I004559,Travel,211.45,EUR,230.48,2025-06-15
P006943,I005238,Venue/AV,4188.02,USD,4188.02,2025-04-27
P006944,I001456,Meals,38.28,USD,38.28,2024-10-19
P006945,I002189,Meals,47.89,CAD,35.44,2024/11/15
P006946,I005686,Lodging,392.41,MXN,22.76,2024-10-20
P006947,I003294,Meals,76.24,JPY,0.51,2024-05-08
P006948,I004244,Travel,1353.28,INR,16.24,2024-03-30
P006949,I000629,Travel,338.26,INR,4.06,2025-02-01
P006950,I002782,Meals,34.66,USD,34.66,2024-12-16
P006951,I005312,Meals,123.61,EUR,134.73,2024-11-27
P006952,I001882,Travel,446.37,GBP,566.89,2024-07-04
P006953,I006455,Lodging,169.56,EUR,184.82,2024-11-05
P006954,I003111,Meals,69.08,EUR,75.3,2024-04-01
P006955,I004360,Meals,58.08,USD,58.08,2025-03-11
P006956,I003739,Meals,82.65,USD,82.65,2024-05-27
P006957,I006784,Meals,36.0,JPY,0.24,2024-05-16
P006958,I006678,Lodging,137.63,GBP,174.79,2025-05-17
P006959,I001647,Venue/AV,2081.18,INR,24.97,2024-12-30
P006960,I002330,Meals,36.89,INR,,2024-02-15
P006961,I003005,Honoraria,979.61,JPY,6.56,2024-04-15
P006962,I001970,Lodging,860.15,CAD,636.51,2024-06-06
P006963,I000731,Lodging,925.0,USD,925.0,2025-06-20
P006964,I002091,Travel,441.6,INR,5.3,2024-11-30
P006965,I006911,Meals,179.78,JPY,1.2,2024-03-23
P006966,I003842,Honoraria,903.43,EUR,984.74,2024-11-23
P006967,I004227,Honoraria,1685.87,MXN,,2024-10-10
P006968,I003158,Travel,317.85,GBP,403.67,2024-11-11
P006969,I003450,Venue/AV,1473.64,EUR,1606.27,2024-11-29
P006970,I000255,Travel,282.79,GBP,359.14,2024-03-21
P006971,I004151,Meals,163.17,JPY,1.09,2025-03-04
P006972,I002473,Travel,597.64,MXN,34.66,2025-02-11
P006973,I006450,Meals,156.96,USD,156.96,2024-02-28
P006974,I004882,Meals,24.87,CAD,18.4,2025-02-25
P006975,I006902,Travel,581.22,USD,581.22,2024-08-12
P006976,I005055,Meals,47.3,USD,47.3,2025-05-23
P006977,I001182,Meals,48.78,MXN,2.83,2024-08-18
P006978,I002890,Meals,151.97,EUR,165.65,2024-05-22
P006979,I005131,Lodging,292.52,CAD,216.46,2024-10-27
P006980,I004911,Travel,348.18,MXN,20.19,2024-11-23
P006981,I002176,Meals,27.87,BRL,5.57,2024-05-28
P006982,I002474,Meals,72.85,EUR,79.41,2024-08-18
P006983,I000786,Travel,326.89,BRL,65.38,2024-08-07
P006984,I004122,Honoraria,1434.05,INR,17.21,2024-11-24
P006985,I004347,Meals,154.05,EUR,167.91,2024-06-28
P006986,I005513,Honoraria,2599.08,USD,2599.08,2025-04-23
P006987,I005137,Travel,1907.82,USD,1907.82,2025-04-15
P006988,I011984,Meals,65.29,USD,65.29,2024-05-21
P006989,I001360,Travel,223.22,GBP,283.49,2024-12-29
P006990,I005130,Meals,223.9,MXN,12.99,2024-04-11
P006991,I002027,Meals,80.39,INR,0.96,2024-03-02
P006992,I001742,Lodging,300.94,EUR,328.02,2024-11-22
P006993,I006427,Honoraria,1431.09,INR,17.17,2024-05-29
P006994,I006606,Meals,61.14,GBP,77.65,2024-03-25
P006995,I001718,Meals,42.25,JPY,0.28,2024-07-09
P006996,I006798,Meals,64.13,CAD,47.46,2024-07-03
P006997,I005648,Meals,50.26,MXN,2.92,2024-12-18
P006998,I006168,Meals,26.06,EUR,28.41,2024-08-03
P006999,I003220,Meals,97.7,INR,1.17,2025-05-27
P007000,I006396,Meals,88.66,MXN,5.14,2024-11-07
P007001,I001512,Honoraria,1563.5,BRL,,2024-11-25
P007002,I005672,Meals,130.3,USD,130.3,2024-10-12
P007003,I000398,Lodging,387.49,CAD,286.74,2025-01-29
P007004,I000948,Lodging,706.66,MXN,40.99,2024-07-01
P007005,I002093,Meals,50.78,JPY,0.34,2025-05-26
P007006,I006175,Meals,47.21,EUR,51.46,2025-04-15
P007007,I004152,Travel,575.5,MXN,33.38,2024-12-09
P007008,I005318,Honoraria,686.03,MXN,39.79,2024-12-30
P007009,I000159,Meals,67.08,USD,67.08,2024-11-29
P007010,I001484,Honoraria,1334.4,INR,16.01,2025-01-18
P007011,I003767,Travel,716.84,EUR,781.36,2025-04-03
P007012,I006163,Meals,55.4,JPY,0.37,2025-04-19
P007013,I000794,Travel,1221.26,CAD,903.73,2024/09/28
P007014,I001610,Travel,424.04,CAD,313.79,2024-02-19
P007015,I001334,Lodging,253.15,BRL,50.63,2024-09-08
P007016,I004878,Honoraria,828.83,EUR,903.42,2024-08-13
P007017,I002303,Meals,52.09,JPY,0.35,2024-06-26
P007018,I003332,Honoraria,1144.21,EUR,1247.19,2025-06-04
P007019,I006220,Lodging,491.27,CAD,363.54,2024-11-04
P007020,I000650,Meals,24.89,EUR,27.13,2024-12-11
P007021,I006133,Travel,732.99,CAD,542.41,2024/09/02
P007022,I002197,Meals,48.81,USD,48.81,2025-06-16
P007023,I000633,Meals,47.89,JPY,0.32,2024-09-15
P007024,I003188,Meals,151.58,EUR,165.22,2025-05-10
P007025,I001334,Meals,47.56,MXN,2.76,2024-09-14
P007026,I006854,Travel,699.73,CAD,517.8,2024-12-26
P007027,I002880,Honoraria,1188.82,EUR,1295.81,2024-12-06
P007028,I006997,Travel,178.61,BRL,35.72,2025-05-21
P007029,I006409,Honoraria,2850.21,EUR,3106.73,2025-03-17
P007030,I006924,Meals,168.54,BRL,33.71,2024-01-22
P007031,I006989,Meals,23.93,MXN,1.39,2024-03-25
P007032,I006314,Meals,116.96,INR,1.4,2025-05-21
P007033,I003757,Meals,43.0,CAD,31.82,2025-02-14
P007034,I001551,Travel,457.44,EUR,498.61,2025-03-27
P007035,I004423,Meals,101.17,USD,101.17,2024-03-04
P007036,I003716,Meals,41.36,CAD,,2024-07-09
P007037,I001121,Travel,392.79,INR,4.71,2025-03-08
P007038,I003064,Travel,1211.41,EUR,1320.44,2024-12-10
P007039,I002440,Travel,496.64,EUR,541.34,2024-08-22
P007040,I003375,Lodging,378.72,USD,378.72,2025-01-20
P007041,I011066,Meals,288.32,EUR,314.27,2024-06-15
P007042,I002736,Travel,42.67,MXN,2.47,2024-11-26
P007043,I006428,Travel,463.03,CAD,342.64,2024-06-11
P007044,I004529,Travel,458.77,EUR,500.06,2024-07-02
P007045,I004544,Travel,270.27,CAD,200.0,2024-06-28
P007046,I009749,Travel,191.52,EUR,208.76,2025-02-13
P007047,I003055,Honoraria,1398.2,GBP,1775.71,2025-01-08
P007048,I003476,Travel,449.74,EUR,490.22,2024-11-08
P007049,I000105,Meals,55.51,MXN,3.22,2024-06-05
P007050,I001290,Meals,186.56,GBP,236.93,2025-07-01
P007051,I002517,Meals,70.39,USD,70.39,2024-08-01
P007052,I003013,Travel,369.75,GBP,469.58,2025-02-15
P007053,I000085,Meals,82.32,GBP,,2024-12-02
P007054,I003952,Travel,213.25,EUR,232.44,2025-06-08
P007055,I005818,Meals,154.78,EUR,168.71,2025-05-13
P007056,I005029,Travel,887.68,INR,,2025-06-03
P007057,I001531,Meals,56.43,JPY,0.38,2024-07-12
P007058,I001084,Travel,63.35,INR,0.76,2024-02-19
P007059,I001215,Venue/AV,1295.15,BRL,259.03,2024-06-30
P007060,I006880,Lodging,269.88,EUR,294.17,2024-09-28
P007061,I001705,Honoraria,539.16,USD,539.16,2025-01-26
P007062,I005645,Meals,156.25,INR,1.88,2025-01-13
P007063,I001191,Meals,106.02,BRL,21.2,2024-03-22
P007064,I005393,Meals,94.83,GBP,120.43,2025-01-30
P007065,I001072,Lodging,226.53,CAD,167.63,2025-04-22
P007066,I004880,Meals,94.51,EUR,103.02,2025-03-12
P007067,I000643,Honoraria,1560.33,GBP,1981.62,2024-05-23
P007068,I003941,Meals,53.43,USD,53.43,2024-04-19
P007069,I004268,Meals,111.21,EUR,121.22,2024-05-09
P007070,I006944,Meals,96.18,USD,96.18,2025-07-16
P007071,I006247,Meals,68.7,JPY,0.46,2024-03-08
P007072,I001814,Venue/AV,2717.07,EUR,2961.61,2025-07-11
P007073,I004757,Travel,120.62,EUR,131.48,2024-04-29
P007074,I006296,Meals,40.47,EUR,44.11,2024-07-25
P007075,I001079,Travel,428.19,EUR,466.73,2025-06-09
P007076,I001682,Travel,211.28,GBP,268.33,2024-11-08
P007077,I005231,Travel,170.98,JPY,1.15,2025-03-22
P007078,I003787,Venue/AV,1575.37,USD,1575.37,2024-04-18
P007079,I001315,Lodging,686.84,INR,8.24,2024-02-22
P007080,I001227,Travel,422.66,JPY,2.83,2025-06-16
P007081,I004240,Meals,194.52,JPY,1.3,2025-05-06
P007082,I002196,Meals,253.33,BRL,50.67,2024-07-16
P007083,I006108,Travel,123.74,MXN,7.18,2025-07-11
P007084,I002242,Meals,58.7,mxn,3.4,2024-12-20
P007085,I006421,Travel,362.38,INR,4.35,2024-01-22
P007086,I005277,Meals,61.57,GBP,78.19,2024-12-25
P007087,I002861,Meals,43.74,MXN,2.54,2025-06-06
P007088,I005669,Honoraria,1258.61,EUR,1371.88,2024-04-09
P007089,I003819,Lodging,520.12,GBP,660.55,2024-06-25
P007090,I004039,Meals,97.7,BRL,19.54,2025-05-09
P007091,I000460,Meals,28.12,JPY,0.19,2024-10-29
P007092,I000264,Meals,98.77,CAD,73.09,2024-05-13
P007093,I001772,Meals,46.69,GBP,59.3,2024-09-21
P007094,I004872,Travel,126.98,BRL,25.4,2024-12-01
P007095,I004786,Meals,164.34,CAD,121.61,2024-09-01
P007096,I006174,Honoraria,711.19,BRL,142.24,2024-01-21
P007097,I003973,Lodging,684.22,BRL,136.84,2025-01-15
P007098,I001013,Meals,105.91,EUR,115.44,2025-05-10
P007099,I003795,Travel,737.25,mxn,,2025-07-04
P007100,I005822,Honoraria,1620.28,GBP,2057.76,2025-06-30
P007101,I006517,Travel,640.1,EUR,697.71,2024-09-26
P007102,I001905,Travel,374.33,BRL,74.87,2025-08-01
P007103,I002704,Travel,880.32,CAD,651.44,2025-04-11
P007104,I003699,Lodging,372.3,GBP,472.82,2024-01-29
P007105,I006532,Travel,297.7,INR,3.57,2025-04-25
P007106,I004350,Meals,105.01,EUR,114.46,2025-06-21
P007107,I001184,Honoraria,1160.87,USD,1160.87,2025-06-01
P007108,I002113,Travel,364.43,CAD,269.68,2024-09-21
P007109,I003479,Travel,270.07,JPY,1.81,2024-12-01
P007110,I006009,Meals,75.42,GBP,95.78,2024-05-03
P007111,I002038,Lodging,910.54,GBP,1156.39,2025-04-24
P007112,I005561,Honoraria,1460.14,USD,1460.14,2025-06-01
P007113,I005935,Lodging,288.11,USD,288.11,2024-12-31
P007114,I004178,Venue/AV,464.24,BRL,92.85,2024-06-15
P007115,I011800,Honoraria,1285.07,CAD,950.95,2024-07-04
P007116,I006049,Meals,91.92,INR,1.1,2025-04-02
P007117,I001039,Meals,89.63,USD,89.63,2024-05-09
P007118,I001928,Meals,115.85,BRL,23.17,2025-04-19
P007119,I006802,Meals,49.18,JPY,0.33,2025-07-10
P007120,I004554,Travel,294.76,CAD,218.12,2024-10-08
P007121,I005477,Honoraria,502.26,EUR,547.46,2025-06-24
P007122,I003153,Lodging,334.41,BRL,66.88,2025-01-31
P007123,I007208,Meals,36.16,USD,36.16,2025-03-14
P007124,I000484,Meals,90.38,USD,90.38,2024-12-29
P007125,I002906,Meals,44.16,EUR,48.13,2024-07-06
P007126,I005975,Meals,114.97,INR,1.38,2024-03-18
P007127,I001119,Travel,337.04,USD,337.04,2025-02-08
P007128,I001431,Meals,43.75,EUR,47.69,2024-05-06
P007129,I005314,Meals,133.62,USD,133.62,2024-11-29
P007130,I006727,Meals,64.71,JPY,0.43,2024-03-29
P007131,I003570,Honoraria,1704.76,EUR,1858.19,2024-09-19
P007132,I001842,Meals,84.59,MXN,4.91,2024-11-15
P007133,I005429,Travel,204.59,CAD,151.4,2024-07-22
P007134,I003688,Meals,96.15,USD,96.15,2024-11-10
P007135,I001282,Travel,235.55,JPY,1.58,2025-04-12
P007136,I003936,Honoraria,954.37,JPY,6.39,2024-02-03
P007137,I000062,Travel,132.88,JPY,0.89,2024-02-01
P007138,I002482,Honoraria,1974.65,MXN,114.53,2024-03-25
P007139,I002413,Meals,35.21,JPY,0.24,2024-02-28
P007140,I003385,Lodging,666.6,MXN,38.66,2024-08-15
P007141,I002092,Honoraria,1124.99,CAD,832.49,2024-01-20
P007142,I009202,Meals,85.7,MXN,4.97,2024-10-13
P007143,I005563,Travel,396.05,INR,4.75,2024-11-25
P007144,I004375,Meals,106.25,BRL,21.25,2024-03-07
P007145,I004818,Travel,519.49,MXN,30.13,2025-05-13
P007146,I005953,Meals,56.46,CAD,41.78,2025-03-03
P007147,I001400,Honoraria,2257.16,CAD,1670.3,2025-03-19
P007148,I000560,Travel,153.88,EUR,167.73,2024-01-24
P007149,I006836,Travel,320.15,USD,320.15,2025-02-11
P007150,I003856,Venue/AV,4382.98,EUR,4777.45,2024-09-24
P007151,I001325,Travel,102.27,JPY,0.69,2024-05-05
P007152,I005518,Lodging,868.38,JPY,5.82,2024-02-29
P007153,I001482,Lodging,869.89,eur,948.18,2024-07-29
P007154,I004477,Travel,226.94,BRL,45.39,2024-07-02
P007155,I001984,Venue/AV,2324.69,EUR,2533.91,2025-08-07
P007156,I002419,Travel,145.21,USD,145.21,2024-07-21
P007157,I003680,Meals,251.08,USD,251.08,2025-03-28
P007158,I006952,Lodging,500.49,EUR,545.53,2024-02-27
P007159,I003891,Meals,48.24,GBP,61.26,2024-09-29
P007160,I000619,Meals,49.75,INR,0.6,2025-06-15
P007161,I005311,Honoraria,2375.94,BRL,475.19,2024-10-27
P007162,I002340,Meals,34.26,BRL,6.85,2024-12-04
P007163,I005116,Meals,76.2,INR,0.91,2024-05-20
P007164,I002524,Lodging,448.62,USD,448.62,2024/11/06
P007165,I003614,Honoraria,1007.81,INR,12.09,2024-12-28
P007166,I000171,Honoraria,802.61,INR,9.63,2024-11-30
P007167,I006735,Meals,98.55,JPY,0.66,2024-12-23
P007168,I005633,Travel,233.46,USD,233.46,2024-04-23
P007169,I004271,Travel,416.49,EUR,453.97,2025-05-13
P007170,I004451,Honoraria,941.95,INR,11.3,2024-02-29
P007171,I006574,Meals,106.28,INR,1.28,2025-02-11
P007172,I003733,Travel,325.77,EUR,355.09,2025-04-20
P007173,I001263,Travel,699.44,MXN,40.57,2024-03-25
P007174,I006543,Meals,114.36,INR,1.37,2024-03-15
P007175,I006208,Travel,281.21,USD,281.21,2024-12-27
P007176,I003709,Lodging,319.81,USD,319.81,2024-01-15
P007177,I005923,Travel,108.72,MXN,6.31,2024-12-31
P007178,I002134,Travel,698.75,JPY,4.68,2025-04-02
P007179,I000603,Venue/AV,5080.82,EUR,5538.09,2024-10-14
P007180,I006076,Honoraria,1193.43,EUR,1300.84,2024-07-30
P007181,I003953,Lodging,204.63,CAD,151.43,2024-02-23
P007182,I006216,Lodging,450.0,USD,450.0,2024-04-05
P007183,I003173,Meals,121.21,EUR,132.12,2025-01-26
P007184,I004888,Meals,52.5,INR,0.63,2024-05-28
P007185,I004223,Honoraria,1882.33,EUR,2051.74,2025-06-03
P007186,I006552,Travel,157.02,MXN,9.11,2024-12-22
P007187,I002698,Travel,584.75,CAD,432.71,2024-04-02
P007188,I001861,Meals,168.35,INR,2.02,2024-08-08
P007189,I001296,Meals,106.76,USD,106.76,2024-02-27
P007190,I002597,Meals,77.52,INR,0.93,2025-01-01
P007191,I005893,Meals,23.08,EUR,25.16,2024-06-22
P007192,I003036,Lodging,515.17,JPY,3.45,2024-03-10
P007193,I000122,Meals,53.23,BRL,10.65,2024-05-16
P007194,I004019,Travel,197.13,mxn,11.43,2024-10-26
P007195,I001232,Honoraria,572.14,BRL,114.43,2024-10-29
P007196,I002026,Meals,119.24,MXN,6.92,2024-10-19
P007197,I002653,Travel,351.53,EUR,383.17,2024-07-12
P007198,I001955,Meals,39.98,USD,39.98,2025-03-06
P007199,I005213,Meals,42.93,BRL,8.59,2025-01-25
P007200,I010219,Venue/AV,1881.45,BRL,376.29,2024-09-18
P007201,I005085,Meals,49.55,BRL,9.91,2025-04-08
P007202,I000287,Travel,188.22,EUR,205.16,2025-04-16
P007203,I002639,Meals,60.93,EUR,66.41,2024-12-17
P007204,I001623,Travel,1441.74,EUR,1571.5,2024-03-09
P007205,I001682,Meals,139.82,eur,152.4,2024-11-21
P007206,I004425,Meals,80.83,EUR,88.1,2024-06-28
P007207,I002809,Meals,167.51,EUR,182.59,2024-10-15
P007208,I001072,Travel,475.84,USD,475.84,2025-03-20
P007209,I000287,Travel,528.82,EUR,576.41,2025-03-25
P007210,I006301,Meals,62.32,EUR,67.93,2024-05-28
P007211,I000128,Travel,459.84,MXN,26.67,2025-05-02
P007212,I002101,Lodging,343.75,GBP,436.56,2024-06-01
P007213,I000242,Meals,95.59,INR,1.15,2024-06-07
P007214,I004609,Meals,183.35,BRL,36.67,2024-10-15
P007215,I004822,Venue/AV,2843.85,CAD,2104.45,2025-03-16
P007216,I006313,Meals,105.06,BRL,21.01,2024-03-05
P007217,I006455,Honoraria,2412.8,EUR,2629.95,2024-11-21
P007218,I004897,Meals,81.59,GBP,,2025-05-16
P007219,I004813,Honoraria,3580.78,USD,3580.78,2025-05-07
P007220,I000773,Meals,70.48,MXN,4.09,2024-02-14
P007221,I001929,Meals,56.72,USD,56.72,2025-05-26
P007222,I002371,Meals,47.66,BRL,9.53,2024-11-08
P007223,I004277,Honoraria,1817.68,JPY,12.18,2024-10-07
P007224,I005659,Honoraria,1885.64,BRL,377.13,2025-06-01
P007225,I001281,Travel,147.38,EUR,160.64,2024-07-15
P007226,I004734,Meals,111.81,INR,1.34,2024-10-02
P007227,I000781,Travel,367.79,INR,4.41,2025-02-09
P007228,I006850,Meals,114.47,EUR,124.77,2025-06-23
P007229,I006547,Meals,109.21,JPY,0.73,2025-05-18
P007230,I003674,Honoraria,455.49,EUR,496.48,2025-01-15
P007231,I001508,Meals,22.99,EUR,25.06,2025-03-05
P007232,I001359,Travel,803.67,INR,9.64,2024-05-28
P007233,I006947,Travel,226.06,GBP,287.1,2024-08-09
P007234,I002683,Honoraria,603.93,GBP,766.99,2025-02-09
P007235,I003377,Honoraria,2878.29,USD,2878.29,2025-04-27
P007236,I004337,Honoraria,815.21,EUR,888.58,2025-01-13
P007237,I001519,Honoraria,1132.69,USD,1132.69,2025-04-21
P007238,I005063,Travel,628.86,USD,628.86,2024-04-16
P007239,I000141,Travel,1273.24,USD,1273.24,2024-07-18
P007240,I000132,Meals,70.54,CAD,52.2,2024-05-01
P007241,I004592,Honoraria,1112.92,MXN,64.55,2025-02-08
P007242,I001340,Travel,191.05,CAD,141.38,2025-04-14
P007243,I003671,Travel,539.01,MXN,31.26,2025-06-04
