stakeholder_id,stakeholder_type,country,specialty,risk_tier,onboarding_date
S01484,HCP,Canada,Dermatology,Medium,2023-08-22
S01485,HCP,Italy,Neurology,Low,2021-05-05
S01486,HCP,Japan,Hematology,Medium,2022-08-07
S01487,HCP,Mexico,Rheumatology,Low,2023-02-23
S01488,HCP,Italy,Dermatology,Low,2022-06-05
S01489,HCO,Japan,Organization,,2021-07-30
S01490,HCP,Italy,Dermatology,Medium,2022-02-14
S01491,HCP,Germany,Infectious Disease,High,2023-07-21
S01492,HCP,Japan,Hematology,Low,2023-03-03
S01493,HCP,France,Nephrology,Low,2023-07-30
S01494,HCP,India,Rheumatology,Medium,2022-04-22
S01495,HCP,Canada,Gastroenterology,Medium,2021-05-20
S01496,HCP,United States,Infectious Disease,Low,2023-02-02
S01497,HCO,United States,Organization,Low,2021-05-08
S01498,HCP,United Kingdom,Psychiatry,Low,2022-08-09
S01499,HCP,India,Pediatrics,,2021-02-22
S01500,HCP,Italy,Rheumatology,High,2023-03-26
S01501,HCP,Brazil,Rheumatology,Low,2021-10-27
S01502,HCP,United States,Ophthalmology,Low,2021-03-13
S01503,HCP,Japan,Gastroenterology,Low,2023-09-05
S01504,HCO,Canada,Organization,Medium,2021-02-07
S01505,HCP,France,Neurology,Low,2023-06-18
S01506,HCP,France,Ophthalmology,Medium,2022-09-04
S01507,HCO,Italy,Organization,Low,2021-01-14
S01508,HCP,Mexico,Ophthalmology,Medium,2021-09-17
S01509,HCP,France,Oncology,Low,2021-03-29
S01510,HCP,Canada,Oncology,Low,2022-02-10
S01511,HCP,India,Gastroenterology,Medium,2021-03-02
S01512,HCP,France,Rheumatology,Low,2022-08-30
S01513,HCO,France,Organization,Medium,2023-04-01
S01514,HCP,France,Endocrinology,Low,2022-02-08
S01515,HCP,United States,Pulmonology,Medium,2023-05-05
S01516,HCP,Japan,Endocrinology,Low,2023-08-29
S01517,HCO,France,Organization,Low,2023-05-30
S01518,HCP,Germany,Infectious Disease,High,2021-02-03
S01519,HCP,United Kingdom,Primary Care,High,2022-08-25
S01520,HCP,Italy,Pediatrics,Low,2022-11-01
S01521,HCP,India,Primary Care,Medium,2021-06-27
S01522,HCO,Italy,Organization,Low,2023-08-04
S01523,HCP,United Kingdom,Dermatology,Low,2022-12-14
S01524,HCP,France,Neurology,Low,2023-02-28
S01525,HCP,United States,Hematology,Medium,2021-12-17
S01526,HCO,Mexico,Organization,Low,2021-07-24
S01527,HCO,India,Organization,Low,2022-12-23
S01528,HCP,Brazil,Psychiatry,Medium,2021-03-06
S01529,HCP,Canada,Endocrinology,,2023-08-26
S01530,HCP,Canada,Cardiology,Low,2021-03-23
S01531,HCP,Brazil,Ophthalmology,Low,2022-03-04
S01532,HCP,Germany,Hematology,Medium,2022-08-03
S01533,HCP,Brazil,Oncology,Medium,2023-10-08
S01534,HCP,Brazil,Rheumatology,Low,2023-02-25
S01535,HCP,Italy,Oncology,Medium,2022-11-01
S01536,HCO,United Kingdom,Organization,Low,2023-09-10
S01537,HCO,Canada,Organization,,2023-03-05
S01538,HCP,Brazil,Hematology,Low,2021-12-19
S01539,HCP,United Kingdom,Primary Care,Low,2022-05-24
S01540,HCP,France,Infectious Disease,Low,2021-04-20
S01541,HCP,Japan,Endocrinology,High,2023-01-22
S01542,HCP,Italy,Dermatology,Low,2021-10-10
S01543,HCP,United States,Nephrology,Low,2021-10-23
S01544,HCP,Italy,Rheumatology,Low,2021-03-13
S01545,HCP,Mexico,Nephrology,Medium,2021-01-20
S01546,HCP,United States,Psychiatry,Low,2021-01-04
S01547,HCP,Germany,Gastroenterology,Low,2023-01-06
S01548,HCP,United States,Neurology,Low,2021-03-28
S01549,HCP,Canada,Cardiology,Medium,2022-01-28
S01550,HCP,Italy,Neurology,High,2022-06-06
S01551,HCO,Japan,Organization,Medium,2022-02-13
S01552,HCP,France,Pediatrics,Low,2021-11-12
S01553,HCO,United Kingdom,Organization,Low,2022-05-27
S01554,HCO,India,Organization,Low,2022-05-23
S01555,HCP,United Kingdom,Psychiatry,Medium,2022-08-31
S01556,HCP,United Kingdom,Dermatology,Medium,2021-05-06
S01557,HCP,Mexico,Ophthalmology,Medium,2022-08-26
S01558,HCO,Germany,Organization,Low,2023-12-14
S01559,HCP,United States,Rheumatology,Medium,2022-12-01
S01560,HCP,France,Rheumatology,Low,2021-04-06
S01561,HCO,Germany,Organization,Medium,2021-09-03
S01562,HCP,Mexico,Pulmonology,Low,2021-10-02
S01563,HCO,France,Organization,Low,2022-10-04
S01564,HCP,Brazil,Pulmonology,Low,2022-01-07
S01565,HCP,Mexico,Nephrology,Low,2021-01-08
S01566,HCP,Germany,Cardiology,Medium,2022-01-21
S01567,HCP,United Kingdom,Neurology,High,2023-08-12
S01568,HCP,United Kingdom,Neurology,Low,2021-06-29
S01569,HCP,Germany,Gastroenterology,Medium,2021-09-26
S01570,HCP,France,Cardiology,Low,2022-05-07
S01571,HCP,United Kingdom,Pulmonology,High,2023-03-03
S01572,HCO,Canada,Organization,Low,2021-12-27
S01573,HCP,United States,Nephrology,Medium,2023-03-17
S01574,HCP,Brazil,Nephrology,Low,2023-09-22
S01575,HCP,Italy,Dermatology,Low,2021-08-18
S01576,HCP,United Kingdom,Infectious Disease,Medium,2021-05-09
S01577,HCP,Brazil,Pulmonology,Low,2021-05-03
S01578,HCP,Canada,Oncology,Low,2021-09-12
S01579,HCP,Mexico,Pulmonology,Low,2021-05-15
S01580,HCP,Brazil,Endocrinology,Low,2021-06-04
S01581,HCO,Canada,Organization,Low,2021-03-11
S01582,HCP,India,Infectious Disease,High,2023-10-09
S01583,HCP,United States,Cardiology,Low,2023-02-08
S01584,HCP,Canada,Primary Care,High,2021-10-08
S01585,HCP,Japan,Pulmonology,Low,2022-10-05
S01586,HCP,Italy,Pediatrics,Medium,2022-04-13
S01587,HCO,Germany,Organization,Medium,2022-03-08
S01588,HCP,Japan,Oncology,Medium,2023-12-21
S01589,HCP,Japan,Pulmonology,Medium,2023-03-04
S01590,HCP,Japan,Dermatology,Low,2021-05-02
S01591,HCP,Canada,Neurology,Low,2021-11-10
S01592,HCP,Mexico,Ophthalmology,Low,2023-11-20
S01593,HCP,Japan,Infectious Disease,Low,2021-06-02
S01594,HCP,Japan,Endocrinology,Low,2023-01-24
S01595,HCP,Mexico,Endocrinology,Low,2022-08-22
S01596,HCP,India,Nephrology,Low,2023-01-03
S01597,HCP,United Kingdom,Nephrology,Low,2021-07-25
S01598,HCP,Japan,Rheumatology,Low,2022-11-01
S01599,HCP,Italy,Infectious Disease,Low,2021-04-02
S01600,HCP,Mexico,Psychiatry,Medium,2023-12-12
S01601,HCP,India,Neurology,Low,2022-11-21
S01602,HCP,Italy,Pediatrics,Low,2022-04-23
S01603,HCP,Canada,Oncology,Medium,2021-03-23
S01604,HCP,Japan,Oncology,Medium,2023-01-31
S01605,HCP,France,Rheumatology,Low,2022-11-29
S01606,HCP,Germany,Primary Care,Medium,2021-10-31
S01607,HCP,India,Pediatrics,Medium,2022-01-17
S01608,HCP,Germany,Endocrinology,High,2023-11-12
S01609,HCP,United States,Pediatrics,Low,2023-02-12
S01610,HCP,United Kingdom,Primary Care,Medium,2021-11-04
S01611,HCP,Italy,Ophthalmology,Low,2023-08-14
S01612,HCP,Canada,Pediatrics,Low,2022-09-19
S01613,HCP,India,Ophthalmology,Low,2021-11-06
S01614,HCP,Germany,Primary Care,,2021-05-13
S01615,HCP,India,Hematology,Low,2021-03-30
S01616,HCO,Mexico,Organization,,2022-12-25
S01617,HCP,Canada,Hematology,,2022-08-26
S01618,HCO,Germany,Organization,High,2021-12-12
S01619,HCP,Italy,Primary Care,Low,2023-03-17
S01620,HCP,Mexico,Rheumatology,Low,2023-09-18
S01621,HCP,United Kingdom,Endocrinology,Low,2022-03-03
S01622,HCP,Italy,Hematology,High,2023-12-31
S01623,HCP,India,Hematology,Medium,2022-05-23
S01624,HCP,France,Pediatrics,Low,2022-03-29
S01625,HCP,Japan,Endocrinology,Low,2023-10-04
S01626,HCO,India,Organization,High,2023-01-17
S01627,HCO,Canada,Organization,Medium,2021-02-03
S01628,HCP,Japan,Gastroenterology,Medium,2021-07-07
S01629,HCP,India,Endocrinology,Low,2023-07-27
S01630,HCP,United States,Hematology,Medium,2021-05-18
S01631,HCP,United Kingdom,Ophthalmology,Low,2023-02-24
S01632,HCP,Mexico,Cardiology,Medium,2022-10-14
S01633,HCP,Mexico,Infectious Disease,,2023-03-10
S01634,HCP,Germany,Psychiatry,Low,2021-05-25
S01635,HCP,Brazil,Oncology,Low,2023-11-27
S01636,HCP,Canada,Infectious Disease,Medium,2022-06-22
S01637,HCP,Germany,Gastroenterology,Medium,2021-07-25
S01638,HCP,Brazil,Ophthalmology,Low,2023-08-14
S01639,HCP,United States,Gastroenterology,High,2021-07-29
S01640,HCP,Canada,Rheumatology,Low,2022-01-06
S01641,HCP,Brazil,Cardiology,Medium,2021-02-16
S01642,HCP,Canada,Psychiatry,Medium,2022-07-30
S01643,HCP,Brazil,Infectious Disease,Medium,2023-12-23
S01644,HCP,Canada,Pulmonology,Medium,2021-04-23
S01645,HCP,Canada,Infectious Disease,Low,2022-12-20
S01646,HCP,United Kingdom,Nephrology,Low,2022-02-19
S01647,HCP,France,Pulmonology,High,2022-05-28
S01648,HCP,United States,Primary Care,Low,2023-08-03
S01649,HCP,Canada,Pediatrics,Low,2022-01-12
S01650,HCP,France,Psychiatry,Low,2021-01-24
S01651,HCP,France,Hematology,Low,2021-08-26
S01652,HCO,Germany,Organization,Medium,2023-11-13
S01653,HCP,France,Nephrology,,2022-03-09
S01654,HCP,India,Infectious Disease,Medium,2022-07-20
S01655,HCP,France,Psychiatry,Medium,2021-01-13
S01656,HCP,United States,Nephrology,Medium,2021-08-28
S01657,HCP,United States,Rheumatology,Low,2023-08-09
S01658,HCP,Japan,Nephrology,High,2021-07-01
S01659,HCP,Italy,Psychiatry,Low,2021-04-14
S01660,HCP,Brazil,Hematology,Low,2023-05-05
S01661,HCO,Brazil,Organization,Low,2022-05-31
S01662,HCO,Mexico,Organization,Medium,2022-02-14
S01663,HCP,United States,Gastroenterology,Medium,2022-09-06
S01664,HCP,India,Pediatrics,High,2022-02-28
S01665,HCP,Mexico,Nephrology,Low,2022-04-11
S01666,HCP,Canada,Nephrology,Medium,2022-03-12
S01667,HCP,Italy,Primary Care,Medium,2022-03-11
S01668,HCP,United Kingdom,Psychiatry,,2021-10-19
S01669,HCP,Mexico,Pediatrics,Low,2022-11-09
S01670,HCP,Germany,Oncology,Low,2021-04-19
S01671,HCP,United States,Psychiatry,Low,2022-03-23
S01672,HCP,Italy,Primary Care,Low,2021-05-08
S01673,HCP,Canada,Hematology,Low,2022-05-22
S01674,HCP,Canada,Psychiatry,,2022-08-11
S01675,HCO,Germany,Organization,Low,2022-10-18
S01676,HCP,Canada,Endocrinology,High,2021-06-25
S01677,HCP,France,Infectious Disease,Medium,2021-11-23
S01678,HCP,Germany,Ophthalmology,,2023-04-14
S01679,HCP,India,Pediatrics,Medium,2022-04-05
S01680,HCP,Mexico,Nephrology,Low,2022-09-30
S01681,HCP,United States,Neurology,,2021-04-08
S01682,HCO,Brazil,Organization,Low,2022-02-01
S01683,HCP,Japan,Ophthalmology,Low,2023-03-06
S01684,HCP,India,Infectious Disease,Low,2022-06-27
S01685,HCP,United Kingdom,Dermatology,Medium,2023-03-20
S01686,HCO,Germany,Organization,Medium,2022-04-21
S01687,HCP,Germany,Oncology,Medium,2021-04-01
S01688,HCP,Canada,Cardiology,High,2023-11-27
S01689,HCP,France,Cardiology,High,2021-12-19
S01690,HCP,India,Psychiatry,Low,2023-01-14
S01691,HCP,India,Gastroenterology,Medium,2023-10-21
S01692,HCP,Japan,Rheumatology,Medium,2022-03-25
S01693,HCP,Germany,Cardiology,Low,2021-01-03
S01694,HCP,Japan,Gastroenterology,High,2022-11-03
S01695,HCP,Mexico,Pulmonology,Low,2021-04-08
S01696,HCP,Germany,Hematology,,2022-01-24
S01697,HCP,Germany,Nephrology,Medium,2022-06-20
S01698,HCP,Italy,Cardiology,,2021-09-26
S01699,HCP,Italy,Rheumatology,High,2021-05-21
S01700,HCP,Mexico,Ophthalmology,Medium,2022-08-03
S01701,HCP,Italy,Dermatology,Low,2022-10-31
S01702,HCP,Canada,Rheumatology,Low,2023-07-26
S01703,HCP,United Kingdom,Infectious Disease,Low,2023-08-06
S01704,HCO,Japan,Organization,Low,2021-11-17
S01705,HCP,Mexico,Nephrology,Medium,2023-10-27
S01706,HCP,United Kingdom,Nephrology,Medium,2021-03-24
S01707,HCP,United Kingdom,Pediatrics,High,2022-12-17
S01708,HCP,United Kingdom,Primary Care,Low,2023-11-05
S01709,HCP,Germany,Endocrinology,Low,2023-01-25
S01710,HCP,United States,Ophthalmology,Medium,2022-01-05
S01711,HCP,Italy,Endocrinology,Low,2021-11-23
S01712,HCO,United States,Organization,Medium,2022-04-28
S01713,HCP,Germany,Endocrinology,Medium,2023-01-13
S01714,HCP,United Kingdom,Oncology,Low,2023-09-08
S01715,HCP,Canada,Dermatology,Low,2022-03-11
S01716,HCP,Italy,Nephrology,Medium,2022-10-06
S01717,HCP,India,Pediatrics,Medium,2023-03-21
S01718,HCP,France,Nephrology,Low,2021-03-21
S01719,HCP,United States,Neurology,Low,2023-02-25
S01720,HCP,Brazil,Rheumatology,Low,2023-06-08
S01721,HCP,Mexico,Infectious Disease,Low,2022-04-24
S01722,HCP,Canada,Oncology,Medium,2022-10-13
S01723,HCP,Canada,Endocrinology,Low,2022-03-03
S01724,HCP,Japan,Cardiology,Low,2022-04-09
S01725,HCP,Canada,Primary Care,High,2023-11-08
S01726,HCP,India,Nephrology,Medium,2021-07-04
S01727,HCP,France,Pediatrics,Low,2021-03-02
S01728,HCP,Japan,Endocrinology,Medium,2022-03-16
S01729,HCP,United States,Psychiatry,Low,2021-04-27
S01730,HCP,Germany,Nephrology,Low,2022-08-05
S01731,HCP,India,Dermatology,Low,2023-05-10
S01732,HCO,United Kingdom,Organization,Medium,2023-01-19
S01733,HCP,United Kingdom,Infectious Disease,Medium,2022-04-15
S01734,HCP,Italy,Dermatology,Low,2022-04-12
S01735,HCP,France,Ophthalmology,Low,2023-01-03
S01736,HCP,France,Ophthalmology,Low,2023-02-15
S01737,HCP,Mexico,Rheumatology,Low,2023-03-22
S01738,HCP,Canada,Nephrology,Low,2023-08-06
S01739,HCP,Germany,Ophthalmology,Low,2022-11-22
S01740,HCP,France,Infectious Disease,Low,2021-04-29
S01741,HCO,Germany,Organization,Medium,2022-10-03
S01742,HCP,Canada,Rheumatology,Low,2021-10-24
S01743,HCP,Mexico,Oncology,Low,2021-03-25
S01744,HCP,Germany,Rheumatology,High,2021-11-09
S01745,HCO,India,Organization,Low,2022-09-29
S01746,HCP,Canada,Ophthalmology,Low,2021-12-25
S01747,HCO,Italy,Organization,Low,2022-08-11
S01748,HCP,India,Infectious Disease,Medium,2022-09-08
S01749,HCO,Mexico,Organization,Low,2023-09-10
S01750,HCP,France,Primary Care,Low,2021-12-14
S01751,HCP,France,Infectious Disease,Low,2023-01-06
S01752,HCP,Mexico,Dermatology,High,2023-01-26
S01753,HCP,Canada,Nephrology,Medium,2021-11-23
S01754,HCO,Canada,Organization,Medium,2021-12-02
S01755,HCO,United Kingdom,Organization,Low,2021-05-08
S01756,HCP,United Kingdom,Dermatology,Medium,2022-10-10
S01757,HCP,Japan,Psychiatry,Low,2021-09-19
S01758,HCP,Italy,Rheumatology,Medium,2023-02-25
S01759,HCO,Canada,Organization,High,2023-04-15
S01760,HCP,United States,Cardiology,Low,2022-11-22
S01761,HCP,Japan,Gastroenterology,Low,2023-08-12
S01762,HCP,United Kingdom,Nephrology,Medium,2023-01-25
S01763,HCP,Germany,Dermatology,Low,2023-05-03
S01764,HCP,United States,Rheumatology,High,2022-08-30
S01765,HCP,France,Dermatology,Medium,2023-12-21
S01766,HCP,Germany,Pediatrics,Low,2022-06-20
S01767,HCO,Japan,Organization,Medium,2023-11-21
S01768,HCO,United States,Organization,Low,2022-02-23
S01769,HCO,France,Organization,Low,2022-05-18
S01770,HCP,Mexico,Psychiatry,Medium,2023-08-21
S01771,HCP,Germany,Psychiatry,Low,2021-01-06
S01772,HCP,United States,Nephrology,Low,2021-03-07
S01773,HCP,Canada,Nephrology,Low,2021-05-29
S01774,HCP,Germany,Neurology,Medium,2023-10-21
S01775,HCP,United States,Ophthalmology,Medium,2022-11-29
S01776,HCP,United States,Neurology,Low,2022-06-03
S01777,HCP,United States,Endocrinology,Medium,2021-08-26
S01778,HCP,Germany,Nephrology,Low,2023-08-25
S01779,HCP,Mexico,Oncology,Medium,2021-06-15
S01780,HCO,Canada,Organization,Medium,2023-04-11
S01781,HCP,Italy,Ophthalmology,Low,2021-10-31
S01782,HCP,India,Oncology,Low,2023-04-24
S01783,HCP,Japan,Gastroenterology,Medium,2021-10-02
S01784,HCP,Japan,Pediatrics,Medium,2023-07-22
S01785,HCP,Brazil,Neurology,Medium,2023-09-29
S01786,HCP,Germany,Ophthalmology,Low,2021-09-21
S01787,HCP,Germany,Endocrinology,Low,2023-01-31
S01788,HCP,Germany,Pulmonology,Low,2021-10-02
S01789,HCP,France,Hematology,Low,2023-05-09
S01790,HCP,United States,Pediatrics,Low,2022-12-17
S01791,HCP,France,Rheumatology,Low,2021-07-17
S01792,HCP,Canada,Oncology,Low,2022-09-06
S01793,HCP,Italy,Gastroenterology,Medium,2021-07-14
S01794,HCP,India,Pediatrics,Medium,2021-02-17
S01795,HCP,Mexico,Pediatrics,Medium,2022-09-07
S01796,HCP,United Kingdom,Pulmonology,Medium,2021-06-29
S01797,HCP,Brazil,Pulmonology,Low,2021-04-13
S01798,HCO,Mexico,Organization,Medium,2021-05-13
S01799,HCP,United States,Pulmonology,Low,2022-07-14
S01800,HCP,France,Endocrinology,Medium,2021-03-02
